week,date,client_id,brand,region,demand,supply,quantity_sold,production_volume,price_per_unit,cost_per_unit,total_revenue,profit_margin,inventory_level,min_stock_threshold,reorder_quantity,disruption_prob,emission_factor,shelf_life_days,storage_condition
172,2018-04-23,1,Amul,Gujarat,1304,1381,1190,1439,54.24,31.87,64545.6,0.4124,1200,55.44,139.97,0.1082,1.506,5,Tetra Pack
173,2018-04-30,1,Amul,Gujarat,1329,1458,1210,1452,55.25,31.64,66852.5,0.4273,1200,64.81,140.7,0.0729,1.235,7,Polythene Packet
174,2018-05-07,1,Amul,Gujarat,1275,1391,1231,1377,54.48,31.21,67064.88,0.4271,1200,60.65,158.15,0.0728,1.371,5,Tetra Pack
175,2018-05-14,1,Amul,Gujarat,1312,1454,1169,1466,53.78,31.17,62868.82,0.4204,1200,56.19,143.67,0.0975,1.29,5,Polythene Packet
176,2018-05-21,1,Amul,Gujarat,1358,1499,1350,1443,52.92,31.0,71442.0,0.4142,1200,60.64,145.76,0.0795,1.411,5,Tetra Pack
177,2018-05-28,1,Amul,Gujarat,1164,1292,1063,1431,53.75,31.35,57136.25,0.4167,1200,60.17,157.76,0.0604,1.124,5,Tetra Pack
178,2018-06-04,1,Amul,Gujarat,1301,1406,1176,1272,52.91,30.8,62222.16,0.4179,1200,57.07,137.13,0.0657,1.263,3,Polythene Packet
179,2018-06-11,1,Amul,Gujarat,1230,1291,1184,1470,53.7,31.5,63580.8,0.4134,1200,59.25,136.13,0.1381,1.366,3,Refrigerated
180,2018-06-18,1,Amul,Gujarat,1203,1271,1102,1388,53.52,30.7,58979.04,0.4264,1200,59.23,144.09,0.0803,1.372,5,Refrigerated
181,2018-06-25,1,Amul,Gujarat,1223,1426,1173,1356,53.04,30.52,62215.92,0.4246,1200,62.81,152.51,0.0739,1.377,7,Tetra Pack
182,2018-07-02,1,Amul,Gujarat,1028,1154,917,1459,53.82,32.15,49352.94,0.4026,1200,63.28,155.92,0.1595,1.31,7,Tetra Pack
183,2018-07-09,1,Amul,Gujarat,1174,1231,1146,1456,52.36,30.04,60004.56,0.4263,1200,62.27,151.86,0.1469,1.423,7,Tetra Pack
184,2018-07-16,1,Amul,Gujarat,1090,1114,962,1488,51.71,29.88,49745.02,0.4222,1200,60.46,164.01,0.1728,1.404,3,Tetra Pack
185,2018-07-23,1,Amul,Gujarat,1142,1231,1059,1488,52.06,29.94,55131.54,0.4249,1200,61.73,158.9,0.161,1.285,5,Refrigerated
186,2018-07-30,1,Amul,Gujarat,1117,1189,1021,1388,51.63,29.54,52714.23,0.4279,1200,62.33,147.14,0.1764,1.469,3,Refrigerated
187,2018-08-06,1,Amul,Gujarat,949,987,877,1415,52.09,30.36,45682.93,0.4172,1200,56.99,147.55,0.1561,1.505,7,Tetra Pack
188,2018-08-13,1,Amul,Gujarat,999,982,995,1424,51.76,29.74,51501.2,0.4254,1200,59.23,145.4,0.1689,1.458,5,Tetra Pack
189,2018-08-20,1,Amul,Gujarat,951,1076,947,1365,51.4,29.87,48675.8,0.4189,1200,60.99,153.71,0.1425,1.296,5,Tetra Pack
190,2018-08-27,1,Amul,Gujarat,968,936,883,1466,52.18,30.35,46074.94,0.4184,1200,57.03,152.63,0.1643,1.374,7,Refrigerated
191,2018-09-03,1,Amul,Gujarat,1051,1105,1045,1348,52.16,30.15,54507.2,0.422,1200,64.77,138.06,0.1469,1.207,3,Tetra Pack
192,2018-09-10,1,Amul,Gujarat,1021,996,951,1405,52.42,30.82,49851.42,0.4121,1200,62.14,137.74,0.1468,1.412,3,Polythene Packet
193,2018-09-17,1,Amul,Gujarat,993,1159,946,1409,51.22,29.78,48454.12,0.4186,1200,64.33,151.33,0.1635,1.389,5,Refrigerated
194,2018-09-24,1,Amul,Gujarat,1118,1178,1107,1393,52.04,30.89,57608.28,0.4064,1200,63.95,154.99,0.1661,1.167,7,Tetra Pack
195,2018-10-01,1,Amul,Gujarat,1140,1141,1092,1339,51.24,29.98,55954.08,0.4149,1200,58.01,150.08,0.1002,1.315,3,Tetra Pack
196,2018-10-08,1,Amul,Gujarat,1203,1275,1081,1419,51.94,30.23,56147.14,0.418,1200,56.1,143.68,0.0748,1.431,5,Tetra Pack
197,2018-10-15,1,Amul,Gujarat,1192,1338,1161,1405,51.87,30.01,60221.07,0.4214,1200,58.54,150.17,0.1485,1.369,7,Polythene Packet
198,2018-10-22,1,Amul,Gujarat,1031,1047,1013,1446,52.13,30.38,52807.69,0.4172,1200,59.39,153.32,0.0669,1.386,3,Refrigerated
199,2018-10-29,1,Amul,Gujarat,1033,1137,929,1527,51.41,29.44,47759.89,0.4273,1200,60.19,153.23,0.0767,1.278,5,Tetra Pack
200,2018-11-05,1,Amul,Gujarat,1071,1169,1014,1460,51.08,29.06,51795.12,0.4311,1200,62.02,140.15,0.1013,1.367,5,Tetra Pack
201,2018-11-12,1,Amul,Gujarat,1201,1332,1073,1401,51.56,29.78,55323.88,0.4224,1200,58.92,161.87,0.0698,1.392,5,Tetra Pack
202,2018-11-19,1,Amul,Gujarat,1135,1242,1075,1409,52.88,30.97,56846.0,0.4143,1200,63.36,159.64,0.069,1.525,7,Tetra Pack
203,2018-11-26,1,Amul,Gujarat,1101,1218,1085,1427,51.9,30.08,56311.5,0.4204,1200,64.02,141.1,0.0929,1.264,3,Polythene Packet
204,2018-12-03,1,Amul,Gujarat,953,1051,847,1416,53.07,30.63,44950.29,0.4228,1200,57.2,145.52,0.0855,1.391,5,Tetra Pack
205,2018-12-10,1,Amul,Gujarat,970,1138,854,1491,52.97,30.38,45236.38,0.4265,1200,63.04,158.18,0.0781,1.315,5,Tetra Pack
206,2018-12-17,1,Amul,Gujarat,1278,1444,1204,1476,53.02,30.49,63836.08,0.4249,1200,56.7,140.85,0.0737,1.398,7,Refrigerated
207,2018-12-24,1,Amul,Gujarat,1201,1365,1140,1463,52.48,30.56,59827.2,0.4177,1200,57.71,141.07,0.0659,1.287,5,Tetra Pack
208,2018-12-31,1,Amul,Gujarat,1079,1100,959,1448,52.73,31.04,50568.07,0.4113,1200,62.96,143.16,0.0711,1.438,5,Tetra Pack
209,2019-01-07,1,Amul,Gujarat,1250,1323,1204,1419,53.59,30.67,64522.36,0.4277,1200,63.15,158.34,0.0652,1.165,7,Tetra Pack
210,2019-01-14,1,Amul,Gujarat,1177,1263,1072,1445,53.71,30.68,57577.12,0.4288,1200,58.23,161.94,0.0678,1.282,7,Tetra Pack
211,2019-01-21,1,Amul,Gujarat,1259,1338,1122,1454,54.08,31.55,60677.76,0.4166,1200,55.22,145.81,0.0701,1.285,7,Refrigerated
212,2019-01-28,1,Amul,Gujarat,1141,1322,1009,1474,54.05,31.68,54536.45,0.4139,1200,63.64,152.61,0.0925,1.441,5,Polythene Packet
213,2019-02-04,1,Amul,Gujarat,1389,1441,1321,1422,54.18,30.79,71571.78,0.4317,1200,60.93,136.6,0.0705,1.42,5,Refrigerated
214,2019-02-11,1,Amul,Gujarat,1393,1517,1341,1383,54.63,32.09,73258.83,0.4126,1200,61.36,152.98,0.0918,1.26,3,Refrigerated
215,2019-02-18,1,Amul,Gujarat,1242,1372,1197,1503,54.44,31.71,65164.68,0.4175,1200,59.88,147.06,0.1196,1.391,3,Refrigerated
216,2019-02-25,1,Amul,Gujarat,1276,1294,1130,1503,54.29,31.35,61347.7,0.4225,1200,63.81,161.49,0.0716,1.223,5,Tetra Pack
217,2019-03-04,1,Amul,Gujarat,1234,1366,1154,1452,54.14,31.34,62477.56,0.4211,1200,55.71,141.32,0.0789,1.226,5,Tetra Pack
218,2019-03-11,1,Amul,Gujarat,1280,1299,1249,1427,53.85,30.92,67258.65,0.4258,1200,57.56,145.66,0.0747,1.273,5,Tetra Pack
219,2019-03-18,1,Amul,Gujarat,1262,1433,1134,1431,54.47,31.34,61768.98,0.4246,1200,63.04,139.11,0.0779,1.101,5,Tetra Pack
220,2019-03-25,1,Amul,Gujarat,1227,1294,1147,1450,54.96,31.71,63039.12,0.423,1200,59.58,156.75,0.0705,1.238,5,Refrigerated
221,2019-04-01,1,Amul,Gujarat,1351,1552,1349,1457,54.35,31.78,73318.15,0.4153,1200,62.42,149.78,0.0745,1.146,5,Refrigerated
222,2019-04-08,1,Amul,Gujarat,1290,1374,1253,1353,54.33,31.42,68075.49,0.4217,1200,59.9,154.34,0.0885,1.513,5,Refrigerated
223,2019-04-15,1,Amul,Gujarat,1222,1248,1116,1458,54.1,31.22,60375.6,0.4229,1200,64.27,164.1,0.1043,1.421,5,Tetra Pack
224,2019-04-22,1,Amul,Gujarat,1269,1387,1245,1406,54.06,31.5,67304.7,0.4173,1200,57.18,161.22,0.0965,1.401,5,Tetra Pack
225,2019-04-29,1,Amul,Gujarat,1401,1524,1291,1394,54.22,31.17,69998.02,0.4251,1200,57.38,162.25,0.076,1.235,5,Tetra Pack
226,2019-05-06,1,Amul,Gujarat,1331,1572,1330,1384,53.86,31.66,71633.8,0.4122,1200,55.3,141.13,0.0782,1.362,5,Tetra Pack
227,2019-05-13,1,Amul,Gujarat,1302,1382,1151,1450,52.95,31.23,60945.45,0.4102,1200,55.25,148.47,0.083,1.351,5,Tetra Pack
228,2019-05-20,1,Amul,Gujarat,1300,1373,1203,1425,53.63,31.48,64516.89,0.413,1200,62.73,142.11,0.0771,1.358,5,Refrigerated
229,2019-05-27,1,Amul,Gujarat,1315,1535,1194,1461,53.6,31.07,63998.4,0.4203,1200,64.33,142.96,0.0653,1.343,5,Refrigerated
230,2019-06-03,1,Amul,Gujarat,1212,1342,1106,1476,53.97,31.74,59690.82,0.4119,1200,59.43,142.83,0.0861,1.29,5,Refrigerated
231,2019-06-10,1,Amul,Gujarat,1220,1268,1215,1466,53.4,30.07,64881.0,0.4369,1200,61.62,157.54,0.0792,1.12,7,Refrigerated
232,2019-06-17,1,Amul,Gujarat,1361,1467,1310,1479,52.77,30.42,69128.7,0.4235,1200,59.3,159.93,0.0885,1.191,3,Refrigerated
233,2019-06-24,1,Amul,Gujarat,1229,1375,1145,1367,53.46,31.04,61211.7,0.4194,1200,61.59,162.95,0.1146,1.221,7,Refrigerated
234,2019-07-01,1,Amul,Gujarat,1192,1298,1063,1460,52.25,31.03,55541.75,0.4061,1200,55.32,154.76,0.162,1.405,5,Tetra Pack
235,2019-07-08,1,Amul,Gujarat,1056,1126,973,1461,52.43,30.98,51014.39,0.4091,1200,57.53,152.33,0.1477,1.169,5,Refrigerated
236,2019-07-15,1,Amul,Gujarat,1248,1407,1147,1415,51.71,29.14,59311.37,0.4365,1200,58.81,159.25,0.1428,1.395,7,Tetra Pack
237,2019-07-22,1,Amul,Gujarat,1098,1177,970,1523,51.06,29.42,49528.2,0.4238,1200,64.71,151.87,0.1961,1.221,7,Tetra Pack
238,2019-07-29,1,Amul,Gujarat,1100,1180,978,1459,52.51,29.84,51354.78,0.4317,1200,63.15,153.35,0.1689,1.293,5,Tetra Pack
239,2019-08-05,1,Amul,Gujarat,1043,1185,926,1502,51.4,29.69,47596.4,0.4224,1200,55.42,147.58,0.1487,1.29,3,Polythene Packet
240,2019-08-12,1,Amul,Gujarat,1122,1207,1113,1420,51.99,30.36,57864.87,0.416,1200,62.52,150.94,0.1854,1.541,5,Tetra Pack
241,2019-08-19,1,Amul,Gujarat,1132,1214,1110,1498,50.78,29.12,56365.8,0.4265,1200,63.44,149.52,0.1633,1.37,5,Tetra Pack
242,2019-08-26,1,Amul,Gujarat,1141,1293,1051,1398,52.19,30.45,54851.69,0.4166,1200,62.83,142.98,0.1945,1.408,7,Tetra Pack
243,2019-09-02,1,Amul,Gujarat,1161,1253,1052,1377,51.82,29.49,54514.64,0.4309,1200,56.71,147.54,0.1895,1.304,7,Polythene Packet
244,2019-09-09,1,Amul,Gujarat,1011,1014,918,1459,51.79,29.93,47543.22,0.4221,1200,55.51,136.18,0.1458,1.418,5,Tetra Pack
245,2019-09-16,1,Amul,Gujarat,1036,1070,916,1491,50.65,29.83,46395.4,0.4111,1200,57.75,156.28,0.1422,1.382,5,Polythene Packet
246,2019-09-23,1,Amul,Gujarat,898,1028,877,1426,51.15,29.45,44858.55,0.4242,1200,58.37,161.12,0.1654,1.225,3,Tetra Pack
247,2019-09-30,1,Amul,Gujarat,1076,1192,967,1329,52.18,30.36,50458.06,0.4182,1200,56.49,143.05,0.1472,1.384,5,Tetra Pack
248,2019-10-07,1,Amul,Gujarat,1121,1322,1012,1418,50.89,29.75,51500.68,0.4154,1200,59.11,142.22,0.0717,1.224,5,Refrigerated
249,2019-10-14,1,Amul,Gujarat,1155,1287,1066,1422,51.0,29.85,54366.0,0.4147,1200,63.66,143.68,0.0894,1.537,5,Refrigerated
250,2019-10-21,1,Amul,Gujarat,969,1119,876,1462,51.76,30.15,45341.76,0.4175,1200,62.8,135.49,0.1061,1.475,7,Tetra Pack
251,2019-10-28,1,Amul,Gujarat,1073,1205,957,1437,52.22,30.42,49974.54,0.4175,1200,60.94,153.09,0.0886,1.176,5,Refrigerated
252,2019-11-04,1,Amul,Gujarat,1095,1229,994,1402,52.56,30.69,52244.64,0.4161,1200,63.49,136.35,0.1097,1.203,7,Tetra Pack
253,2019-11-11,1,Amul,Gujarat,1144,1230,1017,1457,51.47,30.43,52344.99,0.4088,1200,57.96,154.91,0.0834,1.339,7,Tetra Pack
254,2019-11-18,1,Amul,Gujarat,1234,1308,1099,1462,51.31,30.08,56389.69,0.4138,1200,56.43,156.44,0.0655,1.406,5,Tetra Pack
255,2019-11-25,1,Amul,Gujarat,1196,1379,1188,1515,51.86,29.87,61609.68,0.424,1200,60.93,135.49,0.0781,1.488,7,Tetra Pack
256,2019-12-02,1,Amul,Gujarat,1309,1385,1215,1473,52.91,30.9,64285.65,0.416,1200,57.54,135.39,0.08,1.479,5,Polythene Packet
257,2019-12-09,1,Amul,Gujarat,1212,1337,1121,1423,51.86,30.53,58135.06,0.4113,1200,58.15,137.9,0.0624,1.287,3,Polythene Packet
258,2019-12-16,1,Amul,Gujarat,983,1033,901,1504,53.66,30.84,48347.66,0.4253,1200,56.33,153.97,0.1026,1.457,3,Refrigerated
259,2019-12-23,1,Amul,Gujarat,1282,1395,1240,1510,52.41,30.53,64988.4,0.4175,1200,63.5,140.89,0.093,1.197,3,Polythene Packet
260,2019-12-30,1,Amul,Gujarat,1133,1194,1004,1469,53.28,30.63,53493.12,0.4251,1200,61.38,159.6,0.0616,1.343,3,Tetra Pack
261,2020-01-06,1,Amul,Gujarat,1293,1458,1263,1470,54.15,31.58,68391.45,0.4168,1200,59.66,140.7,0.0928,1.157,7,Refrigerated
262,2020-01-13,1,Amul,Gujarat,1221,1311,1186,1454,53.02,31.12,62881.72,0.4131,1200,62.56,148.63,0.0812,1.512,5,Polythene Packet
263,2020-01-20,1,Amul,Gujarat,1227,1337,1088,1479,53.74,30.53,58469.12,0.4319,1200,64.98,148.55,0.0756,1.198,5,Tetra Pack
264,2020-01-27,1,Amul,Gujarat,1159,1373,1028,1417,54.05,31.39,55563.4,0.4192,1200,61.02,152.45,0.1138,1.179,5,Tetra Pack
265,2020-02-03,1,Amul,Gujarat,1208,1274,1071,1497,55.08,32.3,58990.68,0.4136,1200,58.45,159.09,0.0684,1.437,5,Tetra Pack
266,2020-02-10,1,Amul,Gujarat,1307,1379,1173,1440,55.11,31.55,64644.03,0.4275,1200,63.28,137.41,0.0858,1.496,5,Refrigerated
267,2020-02-17,1,Amul,Gujarat,1351,1512,1195,1425,54.45,30.82,65067.75,0.434,1200,61.72,149.44,0.0747,1.33,7,Polythene Packet
268,2020-02-24,1,Amul,Gujarat,1281,1324,1135,1536,54.75,31.82,62141.25,0.4188,1200,59.43,136.45,0.0802,1.252,7,Refrigerated
269,2020-03-02,1,Amul,Gujarat,1404,1595,1341,1467,54.64,32.1,73272.24,0.4125,1200,60.41,153.15,0.1133,1.311,5,Refrigerated
270,2020-03-09,1,Amul,Gujarat,1347,1548,1269,1486,54.8,31.44,69541.2,0.4263,1200,56.63,140.53,0.0986,1.223,5,Tetra Pack
271,2020-03-16,1,Amul,Gujarat,1282,1265,1257,1451,54.5,31.26,68506.5,0.4264,1200,63.78,151.74,0.0638,1.54,7,Tetra Pack
272,2020-03-23,1,Amul,Gujarat,1221,1311,1085,1507,54.45,31.56,59078.25,0.4204,1200,57.46,145.74,0.0653,1.186,7,Refrigerated
273,2020-03-30,1,Amul,Gujarat,1174,1212,1102,1548,54.31,31.48,59849.62,0.4204,1200,55.98,163.7,0.0893,1.256,5,Refrigerated
274,2020-04-06,1,Amul,Gujarat,1212,1358,1146,1513,54.86,31.8,62869.56,0.4203,1200,58.5,158.47,0.0877,1.275,7,Tetra Pack
275,2020-04-13,1,Amul,Gujarat,1340,1381,1336,1387,54.65,31.54,73012.4,0.4229,1200,59.2,152.35,0.0614,1.207,7,Refrigerated
276,2020-04-20,1,Amul,Gujarat,1365,1357,1286,1518,53.85,31.72,69251.1,0.411,1200,61.69,149.51,0.0839,1.176,5,Tetra Pack
277,2020-04-27,1,Amul,Gujarat,1472,1750,1396,1395,54.57,31.41,76179.72,0.4244,1200,62.8,151.92,0.1049,1.302,5,Refrigerated
278,2020-05-04,1,Amul,Gujarat,1340,1439,1200,1579,53.86,30.77,64632.0,0.4287,1200,57.88,135.19,0.1013,1.622,5,Tetra Pack
279,2020-05-11,1,Amul,Gujarat,1315,1384,1255,1464,52.9,31.04,66389.5,0.4132,1200,56.96,135.68,0.0792,1.322,7,Refrigerated
280,2020-05-18,1,Amul,Gujarat,1366,1592,1351,1448,53.22,30.95,71900.22,0.4185,1200,57.47,144.19,0.0667,1.237,5,Refrigerated
281,2020-05-25,1,Amul,Gujarat,1184,1189,1082,1464,54.32,31.39,58774.24,0.4221,1200,64.33,135.6,0.1176,1.396,3,Polythene Packet
282,2020-06-01,1,Amul,Gujarat,1151,1267,1150,1467,53.05,31.07,61007.5,0.4143,1200,57.56,141.62,0.1291,1.299,3,Polythene Packet
283,2020-06-08,1,Amul,Gujarat,1256,1402,1152,1497,52.68,30.43,60687.36,0.4224,1200,64.35,144.1,0.1215,1.338,7,Refrigerated
284,2020-06-15,1,Amul,Gujarat,1219,1360,1102,1544,52.19,30.28,57513.38,0.4198,1200,62.45,141.97,0.0896,1.204,5,Tetra Pack
285,2020-06-22,1,Amul,Gujarat,1177,1367,1162,1435,52.83,30.75,61388.46,0.4179,1200,58.39,136.87,0.0779,1.371,5,Tetra Pack
286,2020-06-29,1,Amul,Gujarat,1101,1149,1082,1485,53.02,30.92,57367.64,0.4168,1200,64.45,155.48,0.1643,1.234,5,Tetra Pack
287,2020-07-06,1,Amul,Gujarat,1353,1508,1330,1426,53.24,30.5,70809.2,0.4271,1200,64.46,144.39,0.1448,1.4,7,Tetra Pack
288,2020-07-13,1,Amul,Gujarat,1232,1342,1109,1432,52.5,30.4,58222.5,0.421,1200,58.83,140.05,0.1709,1.324,7,Tetra Pack
289,2020-07-20,1,Amul,Gujarat,1082,1102,1059,1563,52.57,30.74,55671.63,0.4153,1200,58.63,161.38,0.1581,1.459,7,Tetra Pack
290,2020-07-27,1,Amul,Gujarat,1120,1195,1070,1460,51.69,29.73,55308.3,0.4248,1200,62.76,146.79,0.168,1.371,3,Tetra Pack
291,2020-08-03,1,Amul,Gujarat,1130,1125,1064,1395,52.51,30.41,55870.64,0.4209,1200,56.38,164.48,0.1527,1.607,5,Tetra Pack
292,2020-08-10,1,Amul,Gujarat,1253,1415,1132,1433,52.13,30.56,59011.16,0.4138,1200,57.57,157.56,0.1699,1.056,5,Tetra Pack
293,2020-08-17,1,Amul,Gujarat,1099,1085,967,1433,51.41,29.97,49713.47,0.417,1200,59.31,138.57,0.1638,1.353,5,Tetra Pack
294,2020-08-24,1,Amul,Gujarat,983,1034,959,1428,51.33,29.18,49225.47,0.4315,1200,63.61,160.98,0.1829,1.582,3,Refrigerated
295,2020-08-31,1,Amul,Gujarat,1094,1185,1092,1379,51.11,30.03,55812.12,0.4124,1200,58.37,159.83,0.1483,1.263,3,Tetra Pack
296,2020-09-07,1,Amul,Gujarat,1031,1112,943,1390,50.63,29.0,47744.09,0.4272,1200,56.07,163.6,0.1635,1.322,3,Tetra Pack
297,2020-09-14,1,Amul,Gujarat,996,1035,952,1466,51.6,30.32,49123.2,0.4124,1200,56.69,160.62,0.1713,1.285,3,Tetra Pack
298,2020-09-21,1,Amul,Gujarat,1106,1133,1025,1388,50.89,29.56,52162.25,0.4191,1200,58.1,150.1,0.1449,1.391,7,Refrigerated
299,2020-09-28,1,Amul,Gujarat,1160,1250,1078,1435,51.32,29.73,55322.96,0.4207,1200,64.48,139.24,0.0898,1.176,7,Tetra Pack
300,2020-10-05,1,Amul,Gujarat,1144,1329,1033,1406,52.13,30.38,53850.29,0.4172,1200,58.14,154.07,0.0613,1.249,5,Tetra Pack
301,2020-10-12,1,Amul,Gujarat,1164,1249,1057,1453,52.09,29.8,55059.13,0.4279,1200,58.63,159.72,0.0971,1.419,5,Tetra Pack
302,2020-10-19,1,Amul,Gujarat,1180,1271,1135,1513,51.49,29.82,58441.15,0.4209,1200,58.87,137.42,0.0757,1.386,3,Tetra Pack
303,2020-10-26,1,Amul,Gujarat,1131,1272,1017,1468,51.93,30.62,52812.81,0.4104,1200,60.35,140.86,0.0602,1.432,3,Polythene Packet
304,2020-11-02,1,Amul,Gujarat,1040,1155,1007,1465,52.35,30.44,52716.45,0.4185,1200,62.44,162.58,0.0929,1.295,5,Tetra Pack
305,2020-11-09,1,Amul,Gujarat,1211,1373,1148,1466,52.35,30.54,60097.8,0.4166,1200,63.48,145.9,0.0619,1.083,7,Polythene Packet
306,2020-11-16,1,Amul,Gujarat,1237,1323,1096,1522,52.98,30.45,58066.08,0.4253,1200,58.57,154.04,0.1018,1.282,3,Refrigerated
307,2020-11-23,1,Amul,Gujarat,1210,1306,1096,1550,52.26,30.48,57276.96,0.4168,1200,60.25,156.22,0.1025,1.313,5,Tetra Pack
308,2020-11-30,1,Amul,Gujarat,1147,1207,1124,1368,51.88,30.14,58313.12,0.419,1200,62.31,158.09,0.3179,1.547,7,Refrigerated
309,2020-12-07,1,Amul,Gujarat,1082,1236,1029,1445,52.34,29.64,53857.86,0.4337,1200,63.7,137.64,0.0975,1.429,7,Refrigerated
310,2020-12-14,1,Amul,Gujarat,1101,1226,1052,1566,52.53,30.28,55261.56,0.4236,1200,60.6,160.74,0.0684,1.285,5,Tetra Pack
311,2020-12-21,1,Amul,Gujarat,1279,1384,1207,1446,54.01,31.71,65190.07,0.4129,1200,61.17,164.09,0.0615,1.18,7,Polythene Packet
312,2020-12-28,1,Amul,Gujarat,1349,1543,1284,1550,54.76,31.42,70311.84,0.4262,1200,56.98,159.16,0.0752,1.065,3,Tetra Pack
313,2021-01-04,1,Amul,Gujarat,1171,1291,1079,1387,52.15,30.26,56269.85,0.4198,1200,64.21,135.36,0.1177,1.285,5,Refrigerated
314,2021-01-11,1,Amul,Gujarat,1245,1501,1130,1494,52.01,29.98,58771.3,0.4236,1200,56.95,150.15,0.0859,1.393,7,Tetra Pack
315,2021-01-18,1,Amul,Gujarat,1278,1463,1164,1465,53.27,30.87,62006.28,0.4205,1200,60.71,144.97,0.0895,1.147,5,Tetra Pack
316,2021-01-25,1,Amul,Gujarat,1255,1387,1209,1526,54.13,30.97,65443.17,0.4279,1200,62.58,143.46,0.0834,0.976,5,Polythene Packet
317,2021-02-01,1,Amul,Gujarat,1233,1411,1121,1588,54.32,31.38,60892.72,0.4223,1200,56.0,135.48,0.0607,1.65,7,Tetra Pack
318,2021-02-08,1,Amul,Gujarat,1321,1450,1182,1512,54.73,31.88,64690.86,0.4175,1200,61.49,161.98,0.0821,1.288,5,Tetra Pack
319,2021-02-15,1,Amul,Gujarat,1266,1425,1159,1530,54.41,31.35,63061.19,0.4238,1200,61.17,136.21,0.0898,1.301,5,Tetra Pack
320,2021-02-22,1,Amul,Gujarat,1302,1402,1234,1551,54.89,31.77,67734.26,0.4212,1200,58.88,159.89,0.0717,1.324,3,Polythene Packet
321,2021-03-01,1,Amul,Gujarat,1448,1521,1396,1418,54.63,31.51,76263.48,0.4232,1200,58.87,143.48,0.093,1.327,5,Polythene Packet
322,2021-03-08,1,Amul,Gujarat,1411,1605,1315,1451,54.3,31.56,71404.5,0.4188,1200,58.94,153.25,0.1005,1.227,5,Refrigerated
323,2021-03-15,1,Amul,Gujarat,1194,1240,1058,1402,54.94,31.93,58126.52,0.4188,1200,61.65,147.58,0.0673,1.182,7,Tetra Pack
324,2021-03-22,1,Amul,Gujarat,1348,1462,1245,1487,54.46,31.69,67802.7,0.4181,1200,62.17,152.46,0.0673,1.314,7,Polythene Packet
325,2021-03-29,1,Amul,Gujarat,1139,1189,1077,1473,55.0,31.83,59235.0,0.4213,1200,60.58,136.64,0.1056,1.264,7,Tetra Pack
326,2021-04-05,1,Amul,Gujarat,1217,1278,1089,1454,54.98,31.67,59873.22,0.424,1200,56.66,144.98,0.0681,1.294,7,Tetra Pack
327,2021-04-12,1,Amul,Gujarat,1386,1518,1337,1532,54.6,31.52,73000.2,0.4227,1200,55.39,135.66,0.0603,1.242,7,Tetra Pack
328,2021-04-19,1,Amul,Gujarat,1300,1389,1227,1515,53.21,30.71,65288.67,0.4229,1200,64.27,163.86,0.1305,1.138,5,Tetra Pack
329,2021-04-26,1,Amul,Gujarat,1265,1347,1264,1409,54.38,31.35,68736.32,0.4235,1200,57.59,144.49,0.0673,0.971,3,Tetra Pack
330,2021-05-03,1,Amul,Gujarat,1196,1286,1089,1482,55.16,31.85,60069.24,0.4226,1200,60.33,147.17,0.0839,1.1,3,Polythene Packet
331,2021-05-10,1,Amul,Gujarat,1430,1587,1377,1413,54.26,31.47,74716.02,0.42,1200,62.72,140.11,0.0602,1.475,5,Tetra Pack
332,2021-05-17,1,Amul,Gujarat,1298,1430,1195,1543,53.7,31.36,64171.5,0.416,1200,57.61,135.27,0.1031,1.135,5,Tetra Pack
333,2021-05-24,1,Amul,Gujarat,1311,1498,1245,1493,53.43,31.42,66520.35,0.4119,1200,58.94,161.01,0.0748,1.208,5,Polythene Packet
334,2021-05-31,1,Amul,Gujarat,1280,1284,1207,1454,53.14,31.1,64139.98,0.4148,1200,58.53,144.47,0.0828,1.254,5,Tetra Pack
335,2021-06-07,1,Amul,Gujarat,1213,1247,1151,1382,54.11,31.68,62280.61,0.4145,1200,61.77,136.92,0.078,1.34,5,Refrigerated
336,2021-06-14,1,Amul,Gujarat,1243,1352,1126,1542,53.96,30.84,60758.96,0.4285,1200,57.9,142.16,0.0753,1.33,5,Tetra Pack
337,2021-06-21,1,Amul,Gujarat,1319,1455,1311,1479,52.87,30.88,69312.57,0.4159,1200,57.67,150.18,0.0892,1.262,7,Polythene Packet
338,2021-06-28,1,Amul,Gujarat,1330,1433,1282,1478,52.99,30.7,67933.18,0.4206,1200,62.66,144.12,0.0723,1.185,7,Tetra Pack
339,2021-07-05,1,Amul,Gujarat,1179,1309,1166,1538,53.06,30.58,61867.96,0.4237,1200,59.74,145.01,0.191,1.399,5,Polythene Packet
340,2021-07-12,1,Amul,Gujarat,1279,1229,1153,1456,51.62,29.95,59517.86,0.4198,1200,56.33,162.83,0.1985,1.139,7,Refrigerated
341,2021-07-19,1,Amul,Gujarat,1158,1215,1108,1485,52.61,30.87,58291.88,0.4132,1200,60.29,136.03,0.1468,1.581,5,Tetra Pack
342,2021-07-26,1,Amul,Gujarat,1127,1213,1099,1425,51.12,30.26,56180.88,0.4081,1200,63.68,159.85,0.1923,1.245,5,Tetra Pack
343,2021-08-02,1,Amul,Gujarat,1127,1236,1074,1462,52.41,30.64,56288.34,0.4154,1200,57.75,154.17,0.1582,1.268,5,Polythene Packet
