week,date,client_id,brand,region,demand,supply,quantity_sold,production_volume,price_per_unit,cost_per_unit,total_revenue,profit_margin,inventory_level,min_stock_threshold,reorder_quantity,disruption_prob,emission_factor,shelf_life_days,storage_condition
169,2018-04-02,2,Mother Dairy,Delhi,1654,1613,1468,587,57.49,35.51,84395.32,0.3823,152,72.76,182.88,0.1447,1.569,2,Refrigerated
170,2018-04-09,2,Mother Dairy,Delhi,1949,1681,1707,683,56.6,35.09,96616.2,0.38,127,65.26,192.74,0.1519,2.177,3,Tetra Pack
171,2018-04-16,2,Mother Dairy,Delhi,1722,1570,1690,516,57.34,35.61,96904.6,0.379,0,73.55,179.14,0.1418,2.215,3,Tetra Pack
172,2018-04-23,2,Mother Dairy,Delhi,1771,1598,1478,588,57.39,35.74,84822.42,0.3772,133,72.09,169.03,0.1664,1.523,3,Tetra Pack
173,2018-04-30,2,Mother Dairy,Delhi,1782,1550,1676,641,55.52,34.55,93051.52,0.3777,12,70.85,173.43,0.1272,1.714,3,Tetra Pack
174,2018-05-07,2,Mother Dairy,Delhi,1489,1307,1173,677,57.22,34.99,67119.06,0.3885,204,65.55,173.54,0.2132,1.867,3,Tetra Pack
175,2018-05-14,2,Mother Dairy,Delhi,1825,1623,1674,617,57.62,35.85,96455.88,0.3778,171,71.09,177.35,0.1418,2.033,2,Tetra Pack
176,2018-05-21,2,Mother Dairy,Delhi,1757,1370,1520,658,56.13,34.51,85317.6,0.3852,0,72.17,182.85,0.393,2.009,1,Tetra Pack
177,2018-05-28,2,Mother Dairy,Delhi,1752,1738,1711,511,55.76,34.86,95405.36,0.3748,46,69.33,170.76,0.1595,1.709,3,Tetra Pack
178,2018-06-04,2,Mother Dairy,Delhi,1782,1491,1478,544,55.96,34.51,82708.88,0.3833,107,70.57,190.59,0.1958,1.7,1,Tetra Pack
179,2018-06-11,2,Mother Dairy,Delhi,1612,1402,1432,615,54.93,34.23,78659.76,0.3768,93,67.47,185.05,0.2301,1.821,2,Tetra Pack
180,2018-06-18,2,Mother Dairy,Delhi,1629,1650,1549,688,55.08,34.41,85318.92,0.3753,164,65.38,166.29,0.1234,1.701,3,Tetra Pack
181,2018-06-25,2,Mother Dairy,Delhi,1767,1688,1631,634,55.1,34.3,89868.1,0.3775,233,70.33,169.14,0.176,1.546,2,Tetra Pack
182,2018-07-02,2,Mother Dairy,Delhi,1559,1359,1498,466,55.01,34.17,82404.98,0.3788,109,72.03,166.26,0.3136,1.841,3,Tetra Pack
183,2018-07-09,2,Mother Dairy,Delhi,1348,1246,1188,611,55.32,34.12,65720.16,0.3832,123,74.24,188.26,0.3873,1.992,2,Tetra Pack
184,2018-07-16,2,Mother Dairy,Delhi,1527,1202,1192,507,54.84,34.17,65369.28,0.3769,152,66.67,186.53,0.2802,1.882,2,Tetra Pack
185,2018-07-23,2,Mother Dairy,Delhi,1498,1312,1381,478,54.28,33.58,74960.68,0.3814,69,68.0,180.93,0.2839,1.833,2,Tetra Pack
186,2018-07-30,2,Mother Dairy,Delhi,1418,1137,1150,519,53.49,33.62,61513.5,0.3715,59,69.5,184.4,0.2804,2.015,3,Refrigerated
187,2018-08-06,2,Mother Dairy,Delhi,1398,1321,1351,555,53.98,33.35,72926.98,0.3822,9,72.34,168.12,0.275,2.083,2,Tetra Pack
188,2018-08-13,2,Mother Dairy,Delhi,1271,1259,1249,500,53.53,33.42,66858.97,0.3757,7,72.46,171.14,0.3186,2.146,2,Tetra Pack
189,2018-08-20,2,Mother Dairy,Delhi,1526,1362,1252,668,53.95,33.1,67545.4,0.3865,80,68.1,192.0,0.2872,1.898,2,Polythene Packet
190,2018-08-27,2,Mother Dairy,Delhi,1312,1099,1086,775,53.26,32.94,57840.36,0.3815,58,73.32,174.3,0.304,1.534,3,Tetra Pack
191,2018-09-03,2,Mother Dairy,Delhi,1512,1377,1393,592,53.33,32.46,74288.69,0.3913,15,73.43,186.54,0.3328,1.861,3,Tetra Pack
192,2018-09-10,2,Mother Dairy,Delhi,1451,1268,1133,642,53.3,33.13,60388.9,0.3784,161,71.71,194.71,0.2742,2.097,1,Tetra Pack
193,2018-09-17,2,Mother Dairy,Delhi,1222,1015,1122,595,52.82,32.57,59264.04,0.3834,39,69.88,193.23,0.3142,2.033,1,Tetra Pack
194,2018-09-24,2,Mother Dairy,Delhi,1437,1229,1150,632,52.96,32.75,60904.0,0.3816,131,71.61,166.32,0.341,1.735,3,Tetra Pack
195,2018-10-01,2,Mother Dairy,Delhi,1355,1140,1179,632,53.12,32.97,62628.48,0.3793,43,72.03,193.28,0.2135,1.516,1,Tetra Pack
196,2018-10-08,2,Mother Dairy,Delhi,1583,1334,1296,679,53.59,33.25,69452.64,0.3795,27,67.31,191.23,0.1436,1.775,1,Tetra Pack
197,2018-10-15,2,Mother Dairy,Delhi,1378,1134,1140,545,54.0,33.61,61560.0,0.3776,31,65.25,176.31,0.1483,1.807,3,Tetra Pack
198,2018-10-22,2,Mother Dairy,Delhi,1341,1361,1324,611,52.7,32.86,69774.8,0.3765,64,66.5,167.7,0.1668,1.872,2,Tetra Pack
199,2018-10-29,2,Mother Dairy,Delhi,1387,1370,1347,675,52.91,32.56,71269.77,0.3846,80,74.47,175.27,0.1412,1.879,2,Refrigerated
200,2018-11-05,2,Mother Dairy,Delhi,1576,1402,1327,621,52.94,33.02,70251.38,0.3763,114,70.48,168.48,0.2058,1.787,1,Tetra Pack
201,2018-11-12,2,Mother Dairy,Delhi,1521,1102,1208,705,53.18,33.64,64241.44,0.3674,22,71.03,182.37,0.1383,1.8,1,Tetra Pack
202,2018-11-19,2,Mother Dairy,Delhi,1557,1355,1305,686,53.39,32.94,69673.95,0.383,63,68.99,170.1,0.1273,2.015,2,Refrigerated
203,2018-11-26,2,Mother Dairy,Delhi,1523,1360,1399,626,54.4,33.26,76105.6,0.3886,13,66.11,192.66,0.143,1.882,2,Tetra Pack
204,2018-12-03,2,Mother Dairy,Delhi,1662,1392,1359,600,54.44,33.74,73983.96,0.3802,64,74.33,172.26,0.1396,1.788,2,Tetra Pack
205,2018-12-10,2,Mother Dairy,Delhi,1611,1334,1263,636,55.28,34.14,69818.64,0.3824,183,67.82,179.44,0.1249,1.986,1,Refrigerated
206,2018-12-17,2,Mother Dairy,Delhi,1554,1465,1481,577,54.42,33.98,80596.02,0.3756,189,68.23,181.36,0.121,2.017,1,Tetra Pack
207,2018-12-24,2,Mother Dairy,Delhi,1673,1412,1520,677,53.74,33.36,81684.8,0.3792,74,65.73,167.96,0.1301,1.65,2,Tetra Pack
208,2018-12-31,2,Mother Dairy,Delhi,1660,1683,1512,670,55.26,34.47,83553.12,0.3762,231,66.0,185.21,0.1297,2.019,1,Tetra Pack
209,2019-01-07,2,Mother Dairy,Delhi,1479,1463,1391,638,55.87,34.64,77715.17,0.38,309,67.96,181.35,0.1445,1.882,1,Tetra Pack
210,2019-01-14,2,Mother Dairy,Delhi,1624,1432,1597,642,55.92,34.33,89304.24,0.3861,141,74.86,168.02,0.1839,1.776,2,Tetra Pack
211,2019-01-21,2,Mother Dairy,Delhi,1638,1608,1447,566,56.13,34.56,81220.11,0.3843,315,65.59,171.46,0.1292,1.76,3,Tetra Pack
212,2019-01-28,2,Mother Dairy,Delhi,1733,1481,1697,730,55.34,34.76,93911.98,0.3719,160,66.66,177.08,0.1648,2.111,1,Tetra Pack
213,2019-02-04,2,Mother Dairy,Delhi,1873,1651,1764,532,57.34,36.15,101147.76,0.3696,43,67.71,194.98,0.1254,1.721,1,Refrigerated
214,2019-02-11,2,Mother Dairy,Delhi,1854,1626,1535,578,56.55,34.91,86804.25,0.3827,123,72.4,183.83,0.1778,2.02,2,Tetra Pack
215,2019-02-18,2,Mother Dairy,Delhi,1776,1617,1689,597,57.57,35.86,97235.73,0.3771,82,74.06,180.19,0.1579,1.773,2,Refrigerated
216,2019-02-25,2,Mother Dairy,Delhi,1890,1758,1827,457,57.07,35.4,104266.89,0.3797,30,73.12,185.37,0.1242,1.678,2,Tetra Pack
217,2019-03-04,2,Mother Dairy,Delhi,1778,1597,1481,733,56.77,35.51,84076.37,0.3745,127,65.04,179.86,0.1322,1.97,1,Refrigerated
218,2019-03-11,2,Mother Dairy,Delhi,1568,1510,1408,601,57.27,35.58,80636.16,0.3787,258,66.09,172.52,0.1415,1.932,3,Refrigerated
219,2019-03-18,2,Mother Dairy,Delhi,1891,1666,1868,792,56.36,34.64,105280.48,0.3854,64,70.15,168.92,0.1899,1.9,1,Tetra Pack
220,2019-03-25,2,Mother Dairy,Delhi,1720,1504,1528,736,56.49,34.89,86316.72,0.3824,37,74.04,172.17,0.1752,1.765,1,Polythene Packet
221,2019-04-01,2,Mother Dairy,Delhi,1790,1649,1539,574,56.94,35.79,87630.66,0.3714,118,74.29,192.32,0.1286,1.5,2,Refrigerated
222,2019-04-08,2,Mother Dairy,Delhi,1625,1433,1439,818,57.77,35.67,83131.03,0.3826,97,68.52,177.09,0.1704,1.783,1,Refrigerated
223,2019-04-15,2,Mother Dairy,Delhi,1585,1476,1572,660,56.14,34.53,88252.08,0.3849,37,72.82,175.66,0.1726,1.93,2,Refrigerated
224,2019-04-22,2,Mother Dairy,Delhi,1734,1502,1468,578,56.02,34.79,82237.36,0.379,56,70.03,173.14,0.165,1.72,3,Tetra Pack
225,2019-04-29,2,Mother Dairy,Delhi,1754,1488,1464,721,56.23,34.5,82320.72,0.3864,103,74.01,167.7,0.1234,1.813,1,Tetra Pack
226,2019-05-06,2,Mother Dairy,Delhi,1672,1567,1669,666,57.16,34.94,95400.04,0.3887,0,67.06,177.08,0.135,2.129,1,Tetra Pack
227,2019-05-13,2,Mother Dairy,Delhi,1621,1463,1387,734,55.36,34.77,76784.32,0.3719,94,66.27,168.12,0.1618,1.694,2,Tetra Pack
228,2019-05-20,2,Mother Dairy,Delhi,1513,1458,1448,761,55.64,34.81,80566.72,0.3744,84,68.07,194.55,0.1323,1.49,3,Tetra Pack
229,2019-05-27,2,Mother Dairy,Delhi,1673,1559,1488,702,56.03,33.98,83372.64,0.3935,167,74.1,180.28,0.1431,1.899,2,Tetra Pack
230,2019-06-03,2,Mother Dairy,Delhi,1732,1426,1411,704,55.33,34.09,78070.63,0.3839,185,73.58,185.34,0.1983,1.648,1,Tetra Pack
231,2019-06-10,2,Mother Dairy,Delhi,1770,1446,1560,788,56.02,34.71,87391.2,0.3804,67,66.33,176.85,0.1698,1.557,1,Tetra Pack
232,2019-06-17,2,Mother Dairy,Delhi,1602,1701,1452,700,54.84,34.32,79627.68,0.3742,322,69.36,188.7,0.1424,1.938,3,Tetra Pack
233,2019-06-24,2,Mother Dairy,Delhi,1605,1453,1566,615,55.02,34.12,86161.32,0.3799,180,70.89,188.35,0.1455,1.843,1,Tetra Pack
234,2019-07-01,2,Mother Dairy,Delhi,1536,1288,1463,715,55.06,34.04,80552.78,0.3818,14,70.63,168.6,0.2716,1.941,2,Tetra Pack
235,2019-07-08,2,Mother Dairy,Delhi,1615,1398,1349,631,54.51,33.84,73533.99,0.3792,96,73.26,193.1,0.303,1.59,3,Tetra Pack
236,2019-07-15,2,Mother Dairy,Delhi,1553,1283,1213,607,54.0,33.58,65502.0,0.3781,141,70.6,176.94,0.3188,1.679,2,Tetra Pack
237,2019-07-22,2,Mother Dairy,Delhi,1376,1167,1291,633,53.71,33.41,69339.61,0.378,0,72.02,187.69,0.2701,2.168,2,Tetra Pack
238,2019-07-29,2,Mother Dairy,Delhi,1472,1164,1152,678,54.18,33.45,62415.36,0.3826,0,65.98,194.38,0.2809,1.971,1,Refrigerated
239,2019-08-05,2,Mother Dairy,Delhi,1436,1150,1034,648,53.07,32.78,54874.38,0.3823,104,65.93,179.53,0.3494,2.114,1,Tetra Pack
240,2019-08-12,2,Mother Dairy,Delhi,1400,1165,1158,716,54.37,33.82,62960.46,0.378,114,73.32,190.39,0.2979,1.815,2,Polythene Packet
241,2019-08-19,2,Mother Dairy,Delhi,1434,1192,1180,705,52.36,33.07,61784.8,0.3684,151,65.95,174.62,0.3134,1.713,2,Tetra Pack
242,2019-08-26,2,Mother Dairy,Delhi,1409,1221,1252,708,52.74,32.72,66030.48,0.3796,163,67.76,170.26,0.2757,1.542,2,Polythene Packet
243,2019-09-02,2,Mother Dairy,Delhi,1494,1395,1329,552,53.52,32.96,71128.08,0.3842,252,69.29,191.09,0.2891,1.867,2,Polythene Packet
244,2019-09-09,2,Mother Dairy,Delhi,1435,1214,1370,683,53.77,32.78,73664.9,0.3904,75,72.49,181.96,0.2748,1.838,2,Tetra Pack
245,2019-09-16,2,Mother Dairy,Delhi,1407,1279,1279,648,53.31,32.92,68183.49,0.3825,32,71.24,175.73,0.3763,1.925,3,Tetra Pack
246,2019-09-23,2,Mother Dairy,Delhi,1432,1195,1128,592,53.62,33.46,60483.36,0.376,100,73.11,178.11,0.294,2.159,1,Tetra Pack
247,2019-09-30,2,Mother Dairy,Delhi,1578,1237,1333,598,52.81,32.99,70395.73,0.3753,0,66.49,193.73,0.2124,1.659,2,Refrigerated
248,2019-10-07,2,Mother Dairy,Delhi,1326,1251,1194,768,52.96,32.71,63234.24,0.3824,87,71.12,181.48,0.1304,2.183,1,Tetra Pack
249,2019-10-14,2,Mother Dairy,Delhi,1530,1408,1433,699,52.37,32.29,75046.21,0.3834,86,72.59,173.91,0.1794,1.752,2,Tetra Pack
250,2019-10-21,2,Mother Dairy,Delhi,1427,1295,1348,604,53.56,33.43,72198.88,0.3758,14,70.95,194.22,0.1364,1.458,1,Polythene Packet
251,2019-10-28,2,Mother Dairy,Delhi,1723,1482,1336,594,53.2,32.74,71075.2,0.3846,177,66.03,190.57,0.1415,2.079,2,Polythene Packet
252,2019-11-04,2,Mother Dairy,Delhi,1573,1400,1387,664,53.31,32.88,73940.97,0.3832,175,66.38,185.2,0.1693,1.34,2,Tetra Pack
253,2019-11-11,2,Mother Dairy,Delhi,1495,1416,1357,814,54.25,33.16,73617.25,0.3888,246,70.53,175.87,0.1741,1.939,2,Refrigerated
254,2019-11-18,2,Mother Dairy,Delhi,1675,1472,1495,836,54.15,33.48,80954.25,0.3817,157,65.73,186.42,0.1826,2.065,2,Tetra Pack
255,2019-11-25,2,Mother Dairy,Delhi,1617,1264,1327,710,53.85,33.51,71458.95,0.3777,124,68.15,188.78,0.2601,1.641,1,Refrigerated
256,2019-12-02,2,Mother Dairy,Delhi,1628,1539,1532,568,53.86,34.01,82513.52,0.3685,191,66.02,174.85,0.1291,1.808,1,Tetra Pack
257,2019-12-09,2,Mother Dairy,Delhi,1397,1089,1139,652,53.67,33.39,61130.13,0.3779,148,66.11,171.36,0.1234,1.836,2,Polythene Packet
258,2019-12-16,2,Mother Dairy,Delhi,1597,1440,1582,649,55.32,34.5,87516.24,0.3764,11,72.97,182.87,0.1357,2.1,1,Tetra Pack
259,2019-12-23,2,Mother Dairy,Delhi,1611,1576,1415,625,54.7,34.3,77400.5,0.3729,168,71.11,168.58,0.1852,1.768,3,Tetra Pack
260,2019-12-30,2,Mother Dairy,Delhi,1661,1647,1581,618,54.73,34.41,86528.13,0.3713,242,67.14,177.54,0.1294,1.825,1,Refrigerated
261,2020-01-06,2,Mother Dairy,Delhi,1749,1579,1625,648,55.47,34.48,90138.75,0.3784,210,69.91,182.98,0.159,1.777,1,Tetra Pack
262,2020-01-13,2,Mother Dairy,Delhi,1729,1647,1578,683,56.0,34.72,88368.0,0.38,295,71.14,185.39,0.1262,1.68,2,Tetra Pack
263,2020-01-20,2,Mother Dairy,Delhi,1757,1576,1750,695,56.06,34.44,98105.0,0.3857,138,72.84,168.38,0.1723,1.724,3,Tetra Pack
264,2020-01-27,2,Mother Dairy,Delhi,1704,1547,1504,693,56.14,34.39,84434.56,0.3874,167,71.6,174.71,0.1252,1.895,1,Tetra Pack
265,2020-02-03,2,Mother Dairy,Delhi,1712,1584,1682,584,55.92,34.32,94057.44,0.3863,25,73.11,188.21,0.1879,1.871,1,Tetra Pack
266,2020-02-10,2,Mother Dairy,Delhi,1871,1707,1555,626,56.27,35.2,87499.85,0.3744,200,65.5,176.9,0.1541,1.742,2,Tetra Pack
267,2020-02-17,2,Mother Dairy,Delhi,1794,1658,1772,799,57.0,34.81,101004.0,0.3893,0,69.56,171.17,0.1299,1.877,2,Tetra Pack
268,2020-02-24,2,Mother Dairy,Delhi,1788,1639,1513,678,56.22,34.95,85060.86,0.3783,79,72.44,180.84,0.14,1.865,2,Tetra Pack
269,2020-03-02,2,Mother Dairy,Delhi,1816,1770,1677,692,56.84,35.35,95320.68,0.3781,168,71.79,189.97,0.1611,1.619,2,Tetra Pack
270,2020-03-09,2,Mother Dairy,Delhi,1642,1341,1500,695,55.91,34.6,83865.0,0.3811,0,73.33,183.43,0.1611,1.706,3,Tetra Pack
271,2020-03-16,2,Mother Dairy,Delhi,1791,1703,1658,643,56.58,34.94,93809.64,0.3825,39,69.25,173.67,0.1257,1.549,1,Refrigerated
272,2020-03-23,2,Mother Dairy,Delhi,1703,1548,1511,586,57.51,36.01,86897.61,0.3738,46,71.82,175.48,0.1709,1.614,1,Tetra Pack
273,2020-03-30,2,Mother Dairy,Delhi,1802,1603,1463,705,56.57,35.28,82761.91,0.3763,166,67.26,188.79,0.1415,1.8,3,Tetra Pack
274,2020-04-06,2,Mother Dairy,Delhi,1782,1750,1747,685,57.21,35.15,99945.87,0.3856,172,71.65,193.7,0.1629,1.827,1,Refrigerated
275,2020-04-13,2,Mother Dairy,Delhi,1684,1434,1603,491,57.82,35.44,92685.46,0.3871,0,65.16,182.75,0.1229,2.133,1,Tetra Pack
276,2020-04-20,2,Mother Dairy,Delhi,1860,1630,1495,677,56.9,34.94,85065.5,0.3859,172,67.55,167.68,0.18,2.001,1,Tetra Pack
277,2020-04-27,2,Mother Dairy,Delhi,1770,1708,1740,769,56.09,34.76,97596.6,0.3803,169,71.13,180.93,0.1422,1.602,2,Tetra Pack
278,2020-05-04,2,Mother Dairy,Delhi,1894,1801,1871,589,57.16,35.28,106946.36,0.3828,93,70.82,168.91,0.1309,1.843,3,Refrigerated
279,2020-05-11,2,Mother Dairy,Delhi,1887,1480,1403,725,56.67,35.3,79508.01,0.3771,148,67.09,187.95,0.2059,1.689,3,Refrigerated
280,2020-05-18,2,Mother Dairy,Delhi,1850,1617,1559,662,55.85,35.17,87070.15,0.3703,266,67.77,179.28,0.1356,2.157,2,Tetra Pack
281,2020-05-25,2,Mother Dairy,Delhi,1881,1688,1663,711,55.48,34.11,92263.24,0.3852,298,65.82,169.06,0.1299,1.951,1,Tetra Pack
282,2020-06-01,2,Mother Dairy,Delhi,1765,1543,1604,599,56.05,34.68,89904.2,0.3813,284,69.9,165.87,0.1525,1.921,1,Tetra Pack
283,2020-06-08,2,Mother Dairy,Delhi,1776,1570,1721,761,56.32,34.65,96926.72,0.3848,102,66.66,171.12,0.1656,1.516,2,Polythene Packet
284,2020-06-15,2,Mother Dairy,Delhi,1634,1306,1278,641,55.96,34.75,71516.88,0.379,149,71.69,184.65,0.1796,1.566,2,Tetra Pack
285,2020-06-22,2,Mother Dairy,Delhi,1727,1585,1530,611,55.6,34.24,85068.0,0.3842,234,72.45,172.37,0.1448,1.688,2,Refrigerated
286,2020-06-29,2,Mother Dairy,Delhi,1534,1330,1381,702,54.4,34.27,75126.4,0.37,229,70.15,189.42,0.3358,1.976,2,Tetra Pack
287,2020-07-06,2,Mother Dairy,Delhi,1536,1332,1399,579,54.93,34.34,76847.07,0.3748,177,69.57,174.85,0.2823,1.759,1,Tetra Pack
288,2020-07-13,2,Mother Dairy,Delhi,1762,1600,1562,731,53.88,33.44,84160.56,0.3794,228,73.11,189.86,0.3009,1.898,2,Tetra Pack
289,2020-07-20,2,Mother Dairy,Delhi,1404,1163,1302,606,54.31,33.24,70711.62,0.388,93,71.66,182.48,0.3036,1.904,2,Tetra Pack
290,2020-07-27,2,Mother Dairy,Delhi,1555,1287,1275,700,54.36,33.84,69309.0,0.3775,132,67.13,174.76,0.2838,1.801,1,Tetra Pack
291,2020-08-03,2,Mother Dairy,Delhi,1346,1333,1335,710,53.19,32.56,71008.65,0.3879,153,66.79,176.28,0.3624,2.144,2,Tetra Pack
292,2020-08-10,2,Mother Dairy,Delhi,1651,1463,1577,545,52.45,32.32,82713.65,0.3838,13,72.92,193.66,0.2757,1.757,2,Polythene Packet
293,2020-08-17,2,Mother Dairy,Delhi,1607,1560,1395,522,53.21,33.03,74227.95,0.3793,191,67.37,174.71,0.2738,1.933,2,Tetra Pack
294,2020-08-24,2,Mother Dairy,Delhi,1275,1111,1269,648,53.47,32.33,67853.43,0.3954,37,66.45,183.34,0.305,1.654,3,Tetra Pack
295,2020-08-31,2,Mother Dairy,Delhi,1414,1178,1130,580,53.64,32.87,60613.2,0.3872,79,66.92,173.12,0.3128,1.998,3,Tetra Pack
296,2020-09-07,2,Mother Dairy,Delhi,1421,1232,1292,653,53.08,32.65,68579.36,0.3849,5,73.77,180.83,0.3285,1.612,1,Tetra Pack
297,2020-09-14,2,Mother Dairy,Delhi,1568,1298,1296,581,51.78,32.25,67106.88,0.3772,52,68.4,170.36,0.2951,1.88,2,Tetra Pack
298,2020-09-21,2,Mother Dairy,Delhi,1473,1452,1414,586,52.29,32.49,73938.06,0.3787,112,70.53,179.66,0.302,1.972,1,Tetra Pack
299,2020-09-28,2,Mother Dairy,Delhi,1381,1297,1301,755,52.6,32.53,68432.6,0.3816,140,73.87,165.33,0.1839,1.834,3,Tetra Pack
300,2020-10-05,2,Mother Dairy,Delhi,1618,1524,1596,721,53.3,33.06,85066.8,0.3797,67,68.88,183.39,0.1336,2.042,1,Tetra Pack
301,2020-10-12,2,Mother Dairy,Delhi,1556,1408,1361,726,53.58,32.4,72922.38,0.3953,149,69.52,189.52,0.1355,1.921,2,Tetra Pack
302,2020-10-19,2,Mother Dairy,Delhi,1623,1366,1455,603,52.78,32.39,76794.9,0.3863,15,73.84,167.56,0.1837,1.863,2,Refrigerated
303,2020-10-26,2,Mother Dairy,Delhi,1626,1426,1440,727,53.11,33.08,76478.4,0.3771,49,71.24,172.13,0.1953,1.745,2,Polythene Packet
304,2020-11-02,2,Mother Dairy,Delhi,1657,1475,1347,688,53.77,33.11,72428.19,0.3842,178,65.93,192.63,0.1479,1.586,1,Polythene Packet
305,2020-11-09,2,Mother Dairy,Delhi,1560,1346,1361,681,53.97,33.41,73453.17,0.381,185,68.66,166.3,0.1418,1.9,3,Tetra Pack
306,2020-11-16,2,Mother Dairy,Delhi,1637,1519,1565,587,53.48,33.33,83696.2,0.3768,142,73.47,181.2,0.1274,1.896,2,Polythene Packet
307,2020-11-23,2,Mother Dairy,Delhi,1626,1513,1431,816,53.78,33.12,76959.18,0.3842,194,69.21,167.97,0.1721,1.584,1,Tetra Pack
308,2020-11-30,2,Mother Dairy,Delhi,1735,1506,1626,759,55.23,33.95,89803.98,0.3853,81,74.81,180.55,0.2378,1.618,3,Tetra Pack
309,2020-12-07,2,Mother Dairy,Delhi,1525,1472,1394,634,55.13,33.68,76851.22,0.3891,192,74.15,185.23,0.125,2.196,2,Refrigerated
310,2020-12-14,2,Mother Dairy,Delhi,1460,1436,1399,714,54.37,33.55,76063.63,0.3829,285,67.27,165.12,0.1291,1.799,1,Polythene Packet
311,2020-12-21,2,Mother Dairy,Delhi,1806,1538,1612,645,54.77,33.36,88289.24,0.3909,191,67.01,188.23,0.1611,1.658,2,Tetra Pack
312,2020-12-28,2,Mother Dairy,Delhi,1626,1425,1524,636,55.17,33.95,84079.08,0.3846,112,68.31,181.27,0.1591,2.295,3,Tetra Pack
313,2021-01-04,2,Mother Dairy,Delhi,1663,1429,1360,690,55.36,33.95,75289.6,0.3867,152,71.68,170.47,0.1381,1.944,2,Tetra Pack
314,2021-01-11,2,Mother Dairy,Delhi,1647,1497,1570,683,55.96,34.93,87857.2,0.3758,73,74.15,169.21,0.1587,1.805,2,Tetra Pack
315,2021-01-18,2,Mother Dairy,Delhi,1704,1526,1443,639,56.61,35.27,81688.23,0.377,81,68.87,190.25,0.1661,2.052,1,Refrigerated
316,2021-01-25,2,Mother Dairy,Delhi,1879,1627,1512,677,55.9,34.63,84520.8,0.3805,231,67.36,193.05,0.1435,1.831,3,Polythene Packet
317,2021-02-01,2,Mother Dairy,Delhi,1848,1834,1814,825,56.14,34.86,101837.96,0.3791,218,65.05,180.27,0.1411,1.733,2,Refrigerated
318,2021-02-08,2,Mother Dairy,Delhi,1761,1572,1730,695,55.85,34.78,96620.5,0.3773,58,68.13,184.95,0.1627,1.742,3,Tetra Pack
319,2021-02-15,2,Mother Dairy,Delhi,1770,1600,1505,749,57.31,35.33,86251.55,0.3835,143,65.47,177.97,0.1358,1.73,3,Tetra Pack
320,2021-02-22,2,Mother Dairy,Delhi,1811,1740,1740,750,56.15,34.67,97701.0,0.3825,127,72.29,178.24,0.1443,2.303,1,Tetra Pack
321,2021-03-01,2,Mother Dairy,Delhi,1708,1520,1486,675,56.36,35.29,83750.96,0.3738,197,70.81,193.76,0.1543,2.002,1,Refrigerated
322,2021-03-08,2,Mother Dairy,Delhi,1706,1691,1566,737,57.82,35.97,90546.12,0.3779,355,72.72,166.94,0.1449,1.785,2,Tetra Pack
323,2021-03-15,2,Mother Dairy,Delhi,1826,1512,1658,630,56.44,35.02,93577.52,0.3795,176,74.71,186.82,0.1485,1.707,1,Tetra Pack
324,2021-03-22,2,Mother Dairy,Delhi,1832,1673,1751,759,57.37,35.59,100454.87,0.3796,98,68.06,178.79,0.1944,1.976,1,Tetra Pack
325,2021-03-29,2,Mother Dairy,Delhi,1825,1736,1730,678,56.44,35.37,97641.2,0.3733,57,71.59,166.52,0.1681,2.215,2,Tetra Pack
326,2021-04-05,2,Mother Dairy,Delhi,1850,1697,1725,544,57.76,35.65,99636.0,0.3828,15,68.93,175.7,0.1314,1.973,3,Tetra Pack
327,2021-04-12,2,Mother Dairy,Delhi,1728,1687,1538,514,56.98,34.48,87635.24,0.3949,155,73.68,184.33,0.1749,1.916,1,Refrigerated
328,2021-04-19,2,Mother Dairy,Delhi,1929,1617,1638,594,57.37,35.12,93972.06,0.3878,142,73.12,179.29,0.1394,1.78,3,Tetra Pack
329,2021-04-26,2,Mother Dairy,Delhi,1826,1752,1819,698,57.42,35.8,104446.98,0.3765,60,69.46,174.26,0.1219,2.118,2,Tetra Pack
330,2021-05-03,2,Mother Dairy,Delhi,1879,1588,1626,631,56.1,35.62,91218.6,0.3651,7,67.67,175.35,0.1757,1.436,2,Refrigerated
331,2021-05-10,2,Mother Dairy,Delhi,1778,1545,1544,681,56.67,35.29,87498.48,0.3773,22,73.7,188.91,0.1399,1.987,1,Refrigerated
332,2021-05-17,2,Mother Dairy,Delhi,1674,1497,1431,709,56.56,35.03,80937.36,0.3807,122,73.55,178.07,0.1628,1.712,2,Refrigerated
333,2021-05-24,2,Mother Dairy,Delhi,1820,1638,1670,752,55.93,34.81,93403.1,0.3776,103,73.93,170.16,0.1291,2.069,2,Refrigerated
334,2021-05-31,2,Mother Dairy,Delhi,1691,1599,1659,862,55.76,34.11,92505.84,0.3883,52,67.51,175.02,0.185,1.636,2,Tetra Pack
335,2021-06-07,2,Mother Dairy,Delhi,1684,1572,1430,743,55.32,34.37,79107.6,0.3787,252,67.37,178.13,0.1337,1.887,3,Tetra Pack
336,2021-06-14,2,Mother Dairy,Delhi,1547,1466,1378,674,56.2,34.58,77443.6,0.3847,360,66.64,166.68,0.1394,1.616,1,Polythene Packet
337,2021-06-21,2,Mother Dairy,Delhi,1736,1542,1724,870,55.67,34.79,95975.08,0.3751,179,69.67,192.84,0.1902,1.73,1,Tetra Pack
338,2021-06-28,2,Mother Dairy,Delhi,1632,1476,1604,764,54.74,34.18,87802.96,0.3756,26,74.15,177.13,0.1939,1.856,2,Tetra Pack
